Ticker,Name,City,State,Industry,Sector,FullTimeEmployees,AuditRisk,BoardRisk,OverallRisk,PreviousClose,Open,DividendRate,PayoutRatio,Beta,TrailingPE,ForwardPE,Volume,AverageVolume,MarketCap,PriceToSalesTrailing12Months,TwoHundredDayAverage,EnterpriseValue,ProfitMargins,FloatShares,SharesOutstanding,SharesShort,HeldPercentInstitutions,ShortRatio,ShortPercentOfFloat,BookValue,PriceToBook,EarningsQuarterlyGrowth,NetIncomeToCommon,TrailingEps,ForwardEps,PegRatio,EnterpriseToRevenue,EnterpriseToEbitda,52WeekChange,CurrentPrice,TargetMeanPrice,TargetMedianPrice,RecommendationMean,RecommendationKey,NumberOfAnalystOpinions,TotalCash,TotalCashPerShare,Ebitda,TotalDebt,QuickRatio,CurrentRatio,TotalRevenue,DebtToEquity,RevenuePerShare,ReturnOnAssets,ReturnOnEquity,FreeCashflow,OperatingCashflow,EarningsGrowth,RevenueGrowth,GrossMargins,EbitdaMargins,OperatingMargins
AJG,Arthur J. Gallagher & Co.,Rolling Meadows,IL,Insurance Brokers,Financial Services,49821,7,6,7,264.66,264.9,2.4,0.4573,0.721,53.780487,23.333334,1541437,821048,57819336704,5.737525,240.38075,64716001280,0.1083,215707570,218516000,2131237,0.86987,2.73,0.0112,51.72,5.116009,0.251,1091399936,4.92,11.34,2.37,6.422,20.348,0.2562313,264.6,267,272,2.3,buy,15,1762599936,8.067,3180400128,8620099584,0.149,1.046,10077400064,75.987,46.638,0.02874,0.10302,2642412544,2392499968,0.223,0.199,0.43537,0.3156,0.3087
AIZ,"Assurant, Inc.",Atlanta,GA,Insurance - Specialty,Financial Services,13600,1,1,1,169.6,169.99,2.88,0.19860001,0.556,11.808258,9.8851795,459115,338074,8772083712,0.771586,166.43315,9378584576,0.06732,51671810,51985800,898859,0.96384,2.67,0.0227,94.573,1.7842302,1.081,765299968,14.29,17.07,1.69,0.825,7.286,0.33539093,168.74,208.8,210,2,buy,5,1474700032,28.367,1287200000,2081200000,0.136,0.398,11368899584,42.301,213.641,0.020569999,0.16429001,893912512,961000000,1.108,0.09,0.11528,0.11322,0.111
T,AT&T Inc.,Dallas,TX,Telecom Services,Communication Services,148290,3,1,1,18.11,18.17,1.11,0.5968,0.736,9.892473,8,72567207,34657616,1.32E+11,1.0786,16.53275,2.96E+11,0.11133,7155824774,7170169856,91556841,0.59591997,2.53,0.0128,14.58,1.2620027,-0.185,13411000320,1.86,2.3,6.69,2.424,7.035,0.17722332,18.4,19.71,20,2.4,buy,24,3585999872,0.5,42146000896,1.52E+11,0.407,0.679,1.22E+11,126.105,17.019,0.040570002,0.13035,18971000832,39182999552,-0.174,-0.004,0.59330004,0.34456003,0.21993
ATO,Atmos Energy Corporation,Dallas,TX,Utilities - Regulated Gas,Utilities,5019,10,8,8,117.18,117.02,3.22,0.4661,0.665,17.53997,16.471672,1456966,956725,17545486336,4.3257365,114.0507,24560080896,0.24646,150214706,150876992,4314142,0.94151,4.61,0.0379,77.009,1.5100832,0.208,999043008,6.63,7.06,2.34,6.055,12.766,-0.000515699,116.29,128.04,127,2.6,hold,6,521119008,3.454,1923928064,7535708160,1.059,1.358,4056069120,64.859,27.232,0.03542,0.09161,-1551278592,1558899968,0.149,0.069,0.56552,0.47432998,0.3377
ADSK,"Autodesk, Inc.",San Francisco,CA,Software - Application,Technology,14100,3,3,2,243.51,244.32,0,,1.431,52.676086,26.833887,5677377,2174291,52219981824,9.250661,228.8834,52963958784,0.17662,215455680,215508992,2111999,0.9272,1.06,0.0099,10.051,24.10805,0.565,997000000,4.6,9.03,2.49,9.382,40.461,0.20684326,242.31,271.89,275,2.1,buy,21,1988999936,9.208,1308999936,2614000128,0.572,0.686,5645000192,120.963,26.379,0.08281,0.65206003,1599500032,1084000000,0.549,0.117,0.91726995,0.23189,0.21101
ADP,"Automatic Data Processing, Inc.",Roseland,NJ,Staffing & Employment Services,Industrials,63000,4,4,2,246.06,246.55,5.6,0.59220004,0.791,27.706146,24.846695,3022851,1422109,1.01E+11,5.3665624,241.2307,1.02E+11,0.19561,408460471,409291008,4142715,0.83421,2.98,0.0101,11.29,21.963684,0.136,3699399936,8.95,9.98,2.57,5.372,18.515,0.15045929,247.97,261.24,265,2.9,hold,15,3291699968,8.042,5487200256,3395099904,0.123,1.013,18911899648,73.381,45.972,0.04958,0.88922995,4818262528,4042700032,0.147,0.066,0.47884,0.29015,0.29561
AZO,"AutoZone, Inc.",Memphis,TN,Specialty Retail,Consumer Cyclical,71400,1,8,6,3008.23,3020.81,0,,0.711,20.704494,18.226063,192060,146853,51083550720,2.841842,2766.7805,63010074624,0.14604001,17026608,17082800,479403,0.96918,3.57,0.031400003,-282.212,,0.006,2625060096,144.43,164.07,1.7,3.505,14.835,0.207466,2990.35,3226.06,3278,1.9,buy,21,335999008,19.669,4247429120,12262493184,0.1,0.793,17975506944,,1023.633,0.14196,,1258089472,3001878016,0.075,0.035,0.53177,0.23629,0.21253
AVB,"AvalonBay Communities, Inc.",Arlington,VA,REIT - Residential,Real Estate,2978,6,8,6,201.93,204.21,6.8,0.9881,0.945,30.29569,36.670864,1251338,650959,28990304256,10.26018,181.66295,36786405376,0.33812,141173991,142186000,1697723,0.93192,2.54,0.0165,82.499,2.4714239,0.181,953638016,6.73,5.56,-3.59,13.019,21.086,0.096064925,203.89,207.72,209,2.5,buy,18,300278016,2.115,1744550016,8134197248,0.413,1.185,2825516032,69.43,19.92,0.028180001,0.08347,1202028288,1576816000,0.162,0.065,0.64449,0.61743,0.32528
AVY,Avery Dennison Corporation,Mentor,OH,Packaging & Containers,Consumer Cyclical,35000,4,7,6,226,226.38,3.52,0.4737,0.916,33.22694,21.53131,888121,433803,18280787968,2.1632533,202.82295,21299476480,0.06558,79817091,80553400,1297953,0.93357,2.83,0.0184,27.346,8.298837,0.422,554200000,6.83,10.54,3.07,2.52,15.955,0.3413322,226.94,239.93,243.5,2.2,buy,10,221700000,2.752,1335000064,3240399872,0.514,0.873,8450599936,147.024,104.846,0.08003,0.26099002,731524992,943900032,0.43,0.042,0.28015,0.15798001,0.124110006
AXON,"Axon Enterprise, Inc.",Scottsdale,AZ,Aerospace & Defense,Industrials,3330,9,3,9,293.14,293.22,0,,0.91,84.63663,51.258804,910181,501554,21972275200,13.070301,260.78424,21628547072,0.15603,71667445,75467200,2342630,0.80371004,4.22,0.0424,24.09,12.085927,1.951,262306000,3.44,5.68,3.59,12.866,111.33,0.5353583,291.15,344.71,366,1.9,buy,12,1063776000,14.096,194274000,720041984,2.385,2.907,1681084032,39.606,22.452,0.029579999,0.16287,199213744,229648000,1.836,0.343,0.60159,0.115559995,0.03533
BKR,Baker Hughes Company,Houston,TX,Oil & Gas Equipment & Services,Energy,57000,2,5,2,32.97,33.2,0.84,0.44689998,1.417,18.396648,13.015811,14462825,6510537,33078515712,1.2621534,32.8787,36312064000,0.069520004,995532580,997998016,21891364,0.96773005,3.55,0.028299998,15.429,2.1342926,-0.21,1822000000,1.79,2.53,0.49,1.386,9.323,0.078611255,32.93,40.82,41,1.9,buy,24,2716999936,2.722,3895000064,6006000128,0.728,1.246,26208000000,38.624,26.078,0.04838,0.12185001,1870375040,3384999936,-0.211,0.123,0.20593001,0.14862001,0.10284001
BALL,Ball Corporation,Westminster,CO,Packaging & Containers,Consumer Cyclical,16000,8,4,8,60.43,60.82,0.8,0.38459998,0.901,29.163462,17.282051,4669041,2052837,18827528192,1.352358,58.92295,23330514944,0.30276,308180278,310377984,7573453,0.87937,3.52,0.0278,23.347,2.5981925,19.819,660000000,2.08,3.51,1.94,1.676,11.392,0.08263433,60.66,72,72,2.5,buy,15,1722000000,5.548,2048000000,6156000256,0.886,1.212,13921999872,83.449,44.203,0.042519998,0.119440004,819249984,891000000,19.772,-0.036,0.19479999,0.14711,0.07724
BAC,Bank of America Corporation,Charlotte,NC,Banks - Diversified,Financial Services,212000,4,5,2,39.99,39.855,0.96,0.3241,1.364,13.617242,11.000001,72251511,36732562,3.09E+11,3.3079448,33.2656,2.34E+11,0.26808,7793468231,7820369920,69567231,0.60062003,1.83,0.010299999,33.705,1.1716362,-0.182,23352000512,2.9,3.59,1.41,2.501,,0.40583837,39.49,40.47,39.98,2.4,buy,24,8.31E+11,106.227,,7.27E+11,,,93358997504,,11.664,0.00774,0.08724,,40742998016,-0.194,-0.033,,,0.29642
BK,The Bank of New York Mellon Cor,New York,NY,Asset Management,Financial Services,52100,1,1,1,58.84,58.83,1.68,0.4085,1.074,14.741855,9.658456,12367201,3358756,43986538496,2.514235,52.0054,-56436473856,0.19028,745594822,747816000,8775958,0.86,2.53,0.0117,48.442,1.2142355,0.044,3092999936,3.99,6.09,0.93,-3.226,,0.36695325,58.82,64.64,65.56,2.1,buy,15,1.74E+11,232.545,,68941996032,,,17494999040,,22.648,0.00775,0.08173,,1440000000,0.106,0.026,,,0.30556
BBWI,"Bath & Body Works, Inc.",Columbus,OH,Specialty Retail,Consumer Cyclical,8981,3,10,8,42.3,42.37,0.8,0.2067,1.889,10.832041,11.178666,4158806,2825275,9357843456,1.261675,40.9457,13961860096,0.11919,209192376,223231008,5539799,0.9824,2.26,0.027999999,-7.52,,0.074,884000000,3.87,3.75,2.56,1.882,8.904,0.15069997,41.92,52.26,53.38,2.3,buy,18,855000000,3.83,1568000000,5457999872,0.799,1.57,7416999936,,32.674,0.15247,,564625024,986000000,0.086,-0.009,0.43764,0.21141,0.13512
BAX,Baxter International Inc.,Deerfield,IL,Medical Instruments & Supplies,Healthcare,60000,5,5,4,34,34.09,1.16,2.5217,0.61,,10.649069,6949915,4203091,17473499136,1.1733481,37.7645,28679503872,0.17788,507297271,509580000,7969203,0.91592,1.95,0.020499999,16.039,2.137914,-0.159,-38000000,-0.08,3.22,2.86,1.926,9.986,-0.2330575,34.29,42.77,43,2.8,hold,13,3025999872,5.938,2872000000,14170000384,0.88,1.477,14892000256,172.07,29.387,0.03537,-0.00423,1577874944,1410000000,-0.197,0.022,0.38631,0.19285999,0.1005
BDX,"Becton, Dickinson and Company",Franklin Lakes,NJ,Medical Instruments & Supplies,Healthcare,70000,10,8,10,238.4,239.58,3.8,0.79660004,0.463,51.025692,16.698668,2014700,1408867,68867244032,3.4929624,242.8361,83703349248,0.06761,288341746,289006016,1974449,0.88079,1.43,0.0068,88.742,2.6851997,0.167,1364000000,4.67,14.27,2.12,4.245,16.51,-0.07095796,238.29,276.13,275,1.9,buy,15,3175000064,10.986,5070000128,18011000832,0.783,1.411,19715999744,70.227,68.172,0.03201,0.05372,3915000064,3760000000,0.209,0.046,0.44557998,0.25715,0.16431999
BBY,"Best Buy Co., Inc.",Richfield,MN,Specialty Retail,Consumer Cyclical,85000,6,1,1,92.37,92.32,3.76,0.64910007,1.512,15.85965,13.392592,7165835,3211698,19500546048,0.45527986,74.65645,22270523392,0.02902,196211074,215714000,15755568,0.85311997,6.9,0.093,14.262,6.338522,0.008,1243000064,5.7,6.75,-13.79,0.52,8.382,0.11056507,90.4,88.63,88,2.6,hold,20,1214000000,5.628,2656999936,3984000000,0.259,1.014,42831998976,129.267,197.36,0.07439,0.42314997,1115500032,1956999936,0.018,-0.065,0.22219,0.062030002,0.036960002
BIO,"Bio-Rad Laboratories, Inc.",Hercules,CA,Medical Devices,Healthcare,8000,9,10,10,285.62,287.89,0,,0.953,,24.322636,1318032,237475,8191562752,3.1442666,316.2671,7968616960,-0.123739995,19966787,23445700,653407,0.79833,2.84,0.0366,317.317,0.90754676,4.567,-322369984,-10.68,11.84,1.54,3.059,15.842,-0.21217924,287.98,352.8,350,2.7,hold,5,1645673984,57.693,502991008,1399719936,4.516,6.566,2605238016,15.465,90.024,0.01692,-0.03427,120816496,346572992,4.797,-0.098,0.53542,0.19307,0.08482
TECH,Bio-Techne Corp,Minneapolis,MN,Biotechnology,Healthcare,3200,10,4,10,74.53,74.79,0.32,0.256,1.293,58.928,36.285717,1578266,1059898,11607710720,10.056227,70.3225,11957102592,0.17587,155841751,157584992,6721236,1.0211,5.36,0.0554,12.785,5.7614393,-0.301,202959008,1.25,2.03,7.53,10.359,36.645,-0.040760517,73.66,83.77,84.5,1.9,buy,12,145312000,0.922,326299008,494729984,2.491,4.076,1154280960,24.56,7.323,0.061090004,0.10399,192578128,306878016,-0.279,0.032,0.67007005,0.28269,0.23735
BIIB,Biogen Inc.,Cambridge,MA,Drug Manufacturers - General,Healthcare,7570,8,1,2,225.58,227.35,0,,-0.02,28,12.888378,3013444,1161746,32613726208,3.3750792,234.7889,38485905408,0.12073,145091674,145596992,3475964,0.93156,2.6,0.0269,104.485,2.1438484,0.014,1166599936,8,17.38,3.66,3.983,15.273,-0.20448893,224,283.81,292,2.1,buy,29,1074400000,7.379,2519800064,6946599936,1.089,2.096,9663099904,45.662,66.688,0.04861,0.0805,899924992,1645100032,0.011,-0.07,0.75487,0.26077,0.27282
BLK,"BlackRock, Inc.",New York,NY,Asset Management,Financial Services,19300,7,8,9,782.83,783.72,20.4,0.5108,1.349,19.999998,16.839853,872955,607143,1.17E+11,6.380144,751.97906,1.21E+11,0.32261002,139140106,148600000,1697481,0.88295996,2.81,0.0115,267.042,2.9493487,0.36,5918000128,39.38,46.77,1.5,6.601,17.163,0.15794575,787.6,930.54,915,1.9,buy,13,9605000192,64.637,7055000064,11632000000,2.082,2.752,18343999488,27.864,123.095,0.03374,0.15170999,4487249920,4151000064,0.372,0.114,0.48997003,0.38459,0.36421
BX,Blackstone Inc.,New York,NY,Asset Management,Financial Services,4735,10,10,10,124.68,124.75,3.36,1.1796,1.518,43.704227,20.652246,5209800,3176501,1.50E+11,15.116857,117.82115,1.16E+11,0.21681999,718704731,714646016,18138156,0.70467,5.01,0.0255,9.161,13.548739,8.875,2152453888,2.84,6.01,1.16,11.637,,0.3980626,124.12,127,127.5,2.6,hold,16,2668134912,3.515,,12435795968,1.005,1.069,9927148544,67.303,13.076,0.094799995,0.20594,,4644023808,8.702,1.737,0.89985,,0.5241
BA,Boeing Company (The),Arlington,VA,Aerospace & Defense,Industrials,171000,8,3,9,176.3,176.83,0,,1.555,,34.824455,8635096,6829417,1.08E+11,1.4179032,200.0722,1.49E+11,-0.02814,580470506,613884032,10810446,0.64281,1.48,0.0176,-27.73,,,-2151000064,-3.53,5.07,-0.48,1.946,55.623,-0.14116162,176.56,218.35,224.5,2.2,buy,26,7528999936,12.265,2675000064,47940001792,0.217,1.142,76442001408,,125.629,0.00383,,3065250048,2916000000,,-0.075,0.11485,0.03499,0.0041
BKNG,Booking Holdings Inc. Common St,Norwalk,CT,Travel Services,Consumer Cyclical,24000,2,2,1,3972.08,3982.59,35,0.0659,1.397,30.00903,19.424913,498275,227477,1.35E+11,6.151268,3416.1404,1.37E+11,0.21812001,33823379,33927500,721056,0.96475,2.95,0.021300001,-118.944,,1.917,4799000064,132.93,205.36,1.03,6.218,20.095,0.52502525,3989.1,4047.81,4125,2.2,buy,28,15991000064,471.328,6808000000,17456001024,1.146,1.216,22001999872,,623.529,0.14846,,6010124800,7159000064,2.196,0.169,0.84651,0.30943,0.18392
BWA,BorgWarner Inc.,Auburn Hills,MI,Auto Parts,Consumer Cyclical,39900,2,1,1,33.13,33.11,0.44,0.1718,1.265,11.38488,7.170996,3852342,2828841,7548273152,0.52382183,34.9573,10595261440,0.04261,225784845,227838000,13119194,1.00433,4.95,0.065799996,25.637,1.2922729,-0.051,677000000,2.91,4.62,0.45,0.735,5.706,-0.16808844,33.13,41.06,40.5,2.3,buy,16,1037000000,4.551,1856999936,3883000064,1.122,1.54,14410000384,64.267,62.239,0.0507,0.10918,700499968,1196000000,-0.032,0.063,0.18285999,0.12887,0.08428001
BXP,"Boston Properties, Inc.",Boston,MA,REIT - Office,Real Estate,836,10,9,10,61.41,61.51,3.92,3.2131,1.17,50.409836,31.70103,1563801,1220914,10837345280,3.300806,62.19705,27533164544,0.05854,156191688,157059008,8159515,1.0179499,6.89,0.071100004,37.299,1.6488378,0.026,192208000,1.22,1.94,-0.55,8.386,14.672,0.086764455,61.5,69.12,69,2.6,hold,17,701694976,4.468,1876588032,16155879424,0.81,0.921,3283241984,195.177,20.925,0.02582,0.03526,998595648,1265105024,0.024,0.059,0.62162995,0.57157004,0.29672
BSX,Boston Scientific Corporation,Marlborough,MA,Medical Devices,Healthcare,48000,8,8,8,77,77.1,0,,0.809,65.30252,29.324528,9938194,6002893,1.14E+11,7.768252,62.3611,1.23E+11,0.12049,1465592882,1470179968,12326651,0.92786,1.76,0.0084,13.555,5.7329397,0.573,1764999936,1.19,2.65,2.67,8.374,32.913,0.45252335,77.71,82.83,82,1.7,buy,30,2328999936,1.584,3742000128,11000999936,0.942,1.665,14707000320,54.547,10.065,0.04541,0.092480004,1652249984,2476999936,0.579,0.138,0.69001,0.25444,0.17972
BMY,Bristol-Myers Squibb Company,Princeton,NJ,Drug Manufacturers - General,Healthcare,34100,9,7,4,41.04,41.26,2.4,0.5984,0.43,,6.050505,35830690,14291974,84996308992,1.866656,50.4442,1.33E+11,-0.13502,2023208064,2027100032,28265554,0.79277,2,0.014,8.135,5.1542716,,-6147999744,-3.1,6.93,-16.18,2.917,7.31,-0.3528322,41.93,52.25,53,2.7,hold,21,9669999616,4.77,18172000256,57457000448,0.919,1.11,45533999104,347.214,22.212,0.05389,-0.25333,16369750016,13724000256,,0.047,0.76027,0.39909,0.1925
AVGO,Broadcom Inc.,Palo Alto,CA,Semiconductors,Technology,20000,5,2,9,1734.56,1698.42,21,0.84879994,1.182,71.5235,27.689983,9999861,3043682,7.72E+11,18.115685,1153.6367,7.11E+11,0.24104,405180240,465488000,5244791,0.79689,2.31,0.012999999,59.221,28.007463,1.727,10222000128,23.19,59.9,2.06,16.684,33.398,1.0187068,1658.63,1864.28,1900,1.9,buy,30,11105000448,27.019,21290999808,40456998912,0.759,1.254,42618998784,166.032,97.862,0.074260004,0.22229,20222875648,18941999104,1.881,0.164,0.74244004,0.49957,0.31765
BR,"Broadridge Financial Solutions,",Lake Success,NY,Information Technology Services,Technology,14000,1,4,3,199.94,200.67,3.2,0.53330004,1.043,34.264503,23.650177,777778,478777,23729360896,3.7068439,193.76715,27219257344,0.109189995,117485576,118180000,1062588,0.92135,2.45,0.010299999,19.214,10.4501915,0.077,699000000,5.86,8.49,2.19,4.252,18.257,0.25564384,200.79,210.64,212.41,2.6,hold,6,236400000,2,1490899968,3726200064,1.249,1.394,6401500160,164.353,54.319,0.07733,0.32770002,845387520,1064400000,0.072,0.049,0.30034,0.23290001,0.17549999
BRO,"Brown & Brown, Inc.",Daytona Beach,FL,Insurance Brokers,Financial Services,16152,9,10,4,92.89,92.89,0.52,0.1512,0.824,28.709875,24.287207,1921661,1203911,26533859328,6.119856,78.63785,30058887168,0.21392,237124859,285248992,2711736,0.7426,2.04,0.0114,20.274,4.5881424,0.242,914200000,3.24,3.83,2.45,6.933,20.74,0.4006927,93.02,91.76,94.5,2.6,hold,12,591000000,2.072,1449299968,4107000064,0.325,1.026,4335699968,70.969,15.465,0.054970004,0.17447,699212480,962499968,0.229,0.118,0.48183998,0.33426997,0.31774
BLDR,"Builders FirstSource, Inc.",Irving,TX,Building Products & Equipment,Industrials,29000,4,8,7,144.74,144.48,0,,2.083,12.312124,10.398693,4532363,1797087,17477341184,1.021746,159.94125,21026025472,0.08568,119357264,122057000,3111205,0.95307,1.57,0.0336,40.612,3.5258052,-0.225,1465549952,11.63,13.77,2.38,1.229,7.95,0.117188096,143.19,203.57,205,1.9,buy,17,697475008,5.714,2644839936,4246135040,1.384,2.213,17105368064,85.664,137.945,0.12028,0.30488002,1246985728,1969677952,-0.129,0.002,0.34730998,0.15461999,0.09601
BG,Bunge Limited,Chesterfield,MO,Farm Products,Consumer Defensive,23000,8,1,3,103.34,103.98,2.72,0.21069999,0.668,8.537904,10.759147,4205704,1407845,14990663680,0.2601236,102.0079,18797674496,0.032190003,140274025,141595008,5440821,0.89817,3.51,0.0622,74.522,1.4206543,-0.614,1855000064,12.4,9.84,-1.66,0.326,5.524,0.13985789,105.87,117.27,121,2,buy,11,3137999872,22.162,3403000064,5967000064,0.694,1.986,57628999680,51.756,391.608,0.06948,0.17347,1658749952,3371000064,-0.595,-0.125,0.07892,0.05905,0.03712
CDNS,"Cadence Design Systems, Inc.",San Jose,CA,Software - Application,Technology,11200,5,4,3,318.53,319.43,0,,1.039,82.69871,45.943726,2713394,1562341,86736764928,21.272572,278.165,86137036800,0.25678,269581383,272423008,3169907,0.91115,1.8,0.013099999,13.11,24.286043,0.024,1046982976,3.85,6.93,3.14,21.125,63.399,0.42769384,318.39,329.9,330.33,1.9,buy,14,1157016960,4.252,1358658944,649312000,1.089,1.317,4077399040,18.2,15.135,0.13864,0.32173002,1072629248,1335006976,0.022,-0.012,0.89313006,0.33321998,0.2569
CZR,"Caesars Entertainment, Inc.",Reno,NV,Resorts & Casinos,Consumer Cyclical,51000,5,9,7,38.8,38.75,0,,2.891,11.062147,21.755556,4711054,4334156,8460635136,0.739566,42.56495,33850832896,0.06678,206038411,216052992,16526868,0.97923,4.01,0.0865,20.389,1.9206434,,764000000,3.54,1.8,,2.959,9.114,-0.16289014,39.16,54.88,54.5,2.1,buy,16,726000000,3.355,3713999872,25917999104,0.504,0.685,11440000000,564.908,53.148,0.04566,0.19993,552750016,1715000064,,-0.031,0.52639997,0.32465,0.17907
CPT,Camden Property Trust,Houston,TX,REIT - Residential,Real Estate,1640,3,5,7,109.37,110.5,4.12,0.9877,0.875,26.887255,66.48485,1256323,901295,11686889472,7.5217457,97.51205,15224327168,0.28659,104792273,106535000,2490516,0.98691005,2.84,0.033099998,45.303,2.421473,1.001,444556992,4.08,1.65,-1.56,9.798,16.905,0.008828402,109.7,107.13,108,2.5,buy,19,92693000,0.87,900569984,3558868992,0.274,0.297,1553746944,71.268,14.296,0.02197,0.09056,731089728,791129024,0.998,0.02,0.6207,0.57961,0.19760999
CPB,Campbell Soup Company,Camden,NJ,Packaged Foods,Consumer Defensive,14500,4,3,4,44.75,44.93,1.48,0.5992,0.186,18.020243,13.780185,5453335,2604964,13288637440,1.4120324,42.86885,20667633664,0.07853,191116284,298553984,17122934,0.54578996,7.66,0.0896,13.131,3.3896885,-0.169,739000000,2.47,3.23,2.78,2.196,11.319,-0.028802097,44.51,46.77,47,3,hold,19,107000000,0.358,1826000000,7484000256,0.218,0.619,9411000320,191.162,31.554,0.06644,0.19699,600750016,1122000000,-0.17,0.063,0.31739,0.19403,0.15281
COF,Capital One Financial Corporati,McLean,VA,Credit Services,Financial Services,51300,3,5,3,138.13,137,2.4,0.1879,1.449,10.7102585,8.542786,3152706,2224750,52235472896,1.9366555,125.0416,58808479744,0.19305,364445313,381921984,11537335,0.90075,5.09,0.0306,138.605,0.986761,0.333,4895000064,12.77,16.01,-10.41,2.18,,0.28761065,136.77,153.84,154.16,2.6,hold,17,52627001344,137.795,,54355001344,,,26972000256,,70.552,0.01092,0.092609994,,20593000448,0.355,0.1,,,0.23828
CAH,"Cardinal Health, Inc.",Dublin,OH,Medical Distribution,Healthcare,47040,6,1,1,104.37,104.53,2.02,0.886,0.651,46.29646,13.895085,4413092,1955385,25484414976,0.11553785,101.6791,27623409664,0.0025,242390524,243567008,8048557,0.91420996,3.74,0.044099998,-13.381,,-0.252,552000000,2.26,7.53,1.29,0.125,9.926,0.13370895,104.63,114.08,115,2.4,buy,15,3718000128,15.265,2783000064,5854000128,0.421,0.984,2.21E+11,,891.2,0.02917,,1671124992,2543000064,-0.216,0.088,0.03349,0.012619999,0.010650001
KMX,CarMax Inc,Richmond,VA,Auto & Truck Dealerships,Consumer Cyclical,30000,3,9,9,71.36,73.74,0,,1.695,28.090195,19.255375,5677851,2297790,11199564800,0.40443653,72.2804,30276118528,0.014570001,155655622,156352992,19637017,1.10964,8.9,0.1415,39.442,1.8160843,-0.332,403345984,2.55,3.72,3.71,1.093,31.434,-0.11839998,71.63,77.07,77.5,2.4,buy,14,218931008,1.4,963177984,19295488000,0.217,2.503,27691773952,312.889,175.29,0.01654,0.06728,552324736,526212992,-0.326,-0.065,0.11793,0.03478,0.03151
CCL,Carnival Corporation,Miami,FL,Travel Services,Consumer Cyclical,106000,10,10,10,16.06,15.94,0,,2.582,50.21875,11.159721,25164163,30752159,21051699200,0.9328532,15.2837,50181910528,0.01795,1144248355,1122320000,103855981,0.58354,4.11,0.1171,5.274,3.047023,,405000000,0.32,1.44,0.06,2.224,10.472,0.10068488,16.07,20.77,22,2,buy,18,2243000064,1.767,4792000000,32024999936,0.259,0.362,22567000064,479.273,17.868,0.02937,0.06303,-449375008,5661000192,,0.22,0.50516,0.21235001,0.05104
CARR,Carrier Global Corporation,Palm Beach Gardens,FL,Building Products & Equipment,Industrials,53000,7,5,5,64.03,63.86,0.76,0.52099997,1.198,43.97203,20.482086,6381659,4100000,56655634432,2.462539,56.5186,73087664128,0.054109998,840356330,901011968,14937329,0.85702,3.16,0.026300002,12.832,4.9002495,-0.279,1244999936,1.43,3.07,2.48,3.177,23.971,0.29302895,62.88,65.57,65,2.5,buy,19,1312999936,1.457,3048999936,17400000512,0.555,1.356,23007000576,146.145,26.961,0.043309998,0.13174,-556750016,2527000064,-0.341,0.172,0.29268998,0.13252,0.09706
